City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
275,Muli,MV,2.9167,73.5667,81.75,74,100,16.26,overcast clouds
276,Wewak,PG,-3.5534,143.6268,77.14,85,98,0.78,overcast clouds
277,Kahului,US,20.8947,-156.47,81.84,71,0,11.99,clear sky
278,Teya,RU,60.3778,92.6267,25.92,82,88,2.57,overcast clouds
279,Ghelinta,RO,45.95,26.2333,58.77,75,17,3.15,few clouds
280,Gat,IL,31.61,34.7642,87.4,11,0,9.46,clear sky
281,Bartica,GY,6.4,-58.6167,91.72,40,99,4.81,overcast clouds
282,Kruisfontein,ZA,-34.0033,24.7314,64.89,90,100,18.3,overcast clouds
283,Belmonte,BR,-15.8631,-38.8828,75.81,85,95,14.83,overcast clouds
284,Hambantota,LK,6.1241,81.1185,79.29,83,99,18.68,overcast clouds
285,Novouzensk,RU,50.4592,48.1431,63.59,68,100,6.44,overcast clouds
286,Mandera,KE,3.9366,41.867,87.35,35,53,7.99,broken clouds
287,North Bend,US,43.4065,-124.2243,67.15,99,75,8.05,mist
288,Buraydah,SA,26.326,43.975,86.45,13,0,9.01,clear sky
289,Kurovskoye,RU,55.5783,38.9108,57.09,98,99,4.63,overcast clouds
290,Severo-Kurilsk,RU,50.6789,156.125,50.85,94,99,14.63,light rain
291,Poanas,MX,25.7667,-103.6167,74.93,35,2,5.35,clear sky
292,Weyburn,CA,49.6668,-103.8511,66.42,45,77,16.11,broken clouds
293,Chimbote,PE,-9.0853,-78.5783,66.29,72,97,10.4,overcast clouds
294,Kalabo,ZM,-14.97,22.6814,80.4,19,18,4.07,few clouds
295,Namatanai,PG,-3.6667,152.4333,79.03,78,26,5.3,scattered clouds
296,Luganville,VU,-15.5333,167.1667,76.1,79,15,5.84,few clouds
297,Sokolovo,RU,52.5318,84.7896,31.57,96,100,6.69,light snow
298,La Ronge,CA,55.1001,-105.2842,50.25,71,100,11.5,overcast clouds
299,Talnakh,RU,69.4865,88.3972,31.21,98,99,5.66,light snow
300,Igrim,RU,63.1906,64.4162,27.82,68,16,5.68,few clouds
301,Lavrentiya,RU,65.5833,-171.0,34.05,71,43,10.04,scattered clouds
302,Broome,US,42.2506,-75.833,59.97,64,0,1.99,clear sky
303,Scharbeutz,DE,54.0333,10.75,54.34,73,18,9.31,few clouds
304,Ulundi,ZA,-28.3352,31.4162,68.94,83,3,4.16,clear sky
305,Plonsk,PL,52.6235,20.3755,53.76,68,100,3.83,overcast clouds
306,Chapais,CA,49.7834,-74.8492,58.78,40,74,12.84,broken clouds
307,Leh,IN,34.1667,77.5833,52.18,43,42,4.76,scattered clouds
308,Bathsheba,BB,13.2167,-59.5167,81.21,89,40,18.41,scattered clouds
309,Tabory,RU,58.5198,64.5495,25.63,72,6,3.94,clear sky
310,Hohhot,CN,40.8106,111.6522,61.09,55,0,4.47,clear sky
311,Fukue,JP,32.6881,128.8419,72.93,69,23,8.52,few clouds
312,Ancona,IT,43.55,13.1667,65.84,93,75,3.44,broken clouds
313,Verkhnyaya Inta,RU,65.9811,60.3094,29.91,64,98,6.58,overcast clouds
314,Untsukul,RU,42.7115,46.7866,62.2,76,52,2.17,broken clouds
315,Cotacachi,EC,0.3,-78.2667,69.35,61,60,3.69,light rain
316,Moussoro,TD,13.6408,16.4901,96.06,28,24,6.89,few clouds
317,Tanout,NE,14.9709,8.8879,78.75,59,77,14.41,light rain
318,Sehithwa,BW,-20.4667,22.7167,80.76,15,2,7.16,clear sky
319,Muros,ES,42.7762,-9.0603,65.08,75,99,2.93,overcast clouds
320,Ostersund,SE,63.1792,14.6357,41.61,87,0,9.22,clear sky
321,Mapiripan,CO,2.8892,-72.1256,91.9,48,100,0.94,overcast clouds
322,Nagato,JP,34.3833,131.2,68.88,81,9,1.86,clear sky
323,Kyshtovka,RU,56.555,76.6271,28.63,72,9,6.08,clear sky
324,College,US,64.8569,-147.8028,45.28,88,75,0.0,broken clouds
325,Monzon,ES,41.9108,0.1941,67.06,33,2,8.88,clear sky
326,Tamandare,BR,-8.7597,-35.1047,80.29,63,97,10.83,overcast clouds
327,Shimoda,JP,34.6667,138.95,70.11,73,3,14.36,clear sky
328,Rantepao,ID,-2.9701,119.8978,65.91,92,63,2.26,broken clouds
329,Bonavista,CA,48.6499,-53.1147,54.86,67,22,4.79,few clouds
330,Arman,RU,59.7,150.1667,31.62,68,5,9.28,clear sky
331,Seoul,KR,37.5683,126.9778,60.4,100,0,2.3,fog
332,General Roca,AR,-39.0333,-67.5833,84.61,13,81,18.77,broken clouds
333,Frolovo,RU,49.7713,43.6622,62.89,64,93,3.2,overcast clouds
334,Abashiri,JP,44.0213,144.2697,57.94,77,2,8.37,clear sky
335,Tura,IN,25.5198,90.2201,75.6,88,100,3.06,overcast clouds
336,Pacific Grove,US,36.6177,-121.9166,75.38,92,40,8.01,scattered clouds
337,Broken Hill,AU,-31.95,141.4333,59.05,53,35,8.77,scattered clouds
338,Myaundzha,RU,63.0494,147.1858,19.62,93,82,2.13,broken clouds
339,Haines Junction,CA,60.7522,-137.5108,48.15,61,89,2.3,overcast clouds
340,Sitka,US,57.0531,-135.33,55.29,88,100,0.0,moderate rain
341,Springbok,ZA,-29.6643,17.8865,55.26,46,53,4.27,broken clouds
342,Payo,ID,-3.7508,103.6372,73.24,95,30,2.21,scattered clouds
343,Waingapu,ID,-9.6567,120.2641,79.72,79,66,2.8,broken clouds
344,Bilma,NE,18.6853,12.9164,96.08,23,43,8.48,scattered clouds
345,Lorengau,PG,-2.0226,147.2712,80.89,74,99,5.37,overcast clouds
346,Quatre Cocos,MU,-20.2078,57.7625,69.91,74,12,11.45,light rain
347,Puerto Cabello,VE,10.4731,-68.0125,92.75,72,100,2.48,light rain
348,Sainte-Thecle,CA,46.8168,-72.4991,60.85,43,4,8.05,clear sky
349,Ossora,RU,59.2353,163.0719,39.06,95,100,7.49,light rain
350,Jumla,NP,29.2747,82.1838,55.98,88,63,2.57,broken clouds
351,Atakpame,TG,7.5333,1.1333,71.76,93,94,1.77,overcast clouds
352,Abapo,BO,-18.8333,-63.4667,75.9,31,94,5.64,overcast clouds
353,Galveston,US,29.3669,-94.9669,81.09,45,0,10.18,clear sky
354,Gunjur,GM,13.2019,-16.7339,86.07,84,75,4.61,light rain
355,Moerai,PF,-22.4333,-151.3333,73.04,76,100,18.21,overcast clouds
