City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
535,Burgeo,CA,55.71,few clouds,47.6167,-57.6152,Gillett's Motel
536,Nemuro,JP,63.3,clear sky,43.3236,145.575,Hotel Nemuro Kaiyoutei
537,Angoram,PG,72.84,overcast clouds,-4.0625,144.0661,
538,Mayo,US,63.03,scattered clouds,38.8876,-76.5119,Resorts Resource Group International
540,Thai Binh,VN,75.92,overcast clouds,20.45,106.3333,Sweden Hotel
544,Hofn,IS,51.82,light intensity drizzle,64.2539,-15.2082,Hótel Höfn
547,Holme,DK,53.19,scattered clouds,56.1138,10.1725,Hotel Ritz Aarhus City
550,Praia Da Vitoria,PT,74.75,scattered clouds,38.7333,-27.0667,Hotel Branco I
552,Cap Malheureux,MU,67.46,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
553,Kirakira,SB,78.69,light rain,-10.4544,161.9205,SanBiz Lodge
555,Anito,PH,79.03,light rain,12.4497,125.2886,El Felix Cottages
556,Gardez,AF,60.89,clear sky,33.5974,69.2259,Gardezi Home
559,Haileybury,CA,63.18,clear sky,47.449,-79.6373,Haileybury Beach Motel
561,Bitung,ID,76.05,broken clouds,1.4451,125.1824,K2 Lembeh
562,Kupang,ID,78.28,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
563,Saint-Francois,FR,53.04,clear sky,46.4154,3.9054,Maison Vin d'Hus
566,Bolitoc,PH,78.01,broken clouds,15.7395,119.8769,Seasun Beach Resort & Hotel
567,Halifax,CA,64.29,few clouds,44.6453,-63.5724,Hotel Halifax
568,Grand Gaube,MU,70.2,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
570,Wuan,CN,73.6,clear sky,31.6836,112.0044,武镇大酒店
573,Saurimo,AO,70.57,light rain,-9.6608,20.3916,Hotel Kawissa Saurimo
575,Koumac,NC,72.21,overcast clouds,-20.5667,164.2833,Le Monitel
578,Tiznit,MA,67.41,few clouds,29.5833,-9.5,
579,Kaeo,NZ,63.32,moderate rain,-35.1,173.7833,Bushido Lodge
586,Kakamega,KE,61.57,overcast clouds,0.2842,34.7523,Amazon Bed & Breakfast
587,Marsaxlokk,MT,78.08,few clouds,35.8419,14.5431,Water's Edge
588,Killybegs,IE,55.11,scattered clouds,54.6333,-8.45,Tara Hotel
595,Saint Simons,US,68.05,overcast clouds,31.1352,-81.3901,"Holiday Inn Express Saint Simons Island, an IHG Hotel"
598,Micheweni,TZ,75.42,few clouds,-4.9667,39.8333,
600,Byron Bay,AU,58.96,light rain,-28.65,153.6167,Backpackers Inn
601,Xuanzhou,CN,75.76,broken clouds,30.9525,118.7553,Nanfang Hotel
602,Maubeuge,FR,56.17,broken clouds,50.2788,3.9727,BEST WESTERN Hotel l'Atelier 117
603,Erzurum,TR,58.68,clear sky,40.0,41.5,Saksi Koyu Muhtarligi
604,Bemidji,US,67.55,clear sky,47.4736,-94.8803,Hampton Inn & Suites Bemidji
605,Shubarkuduk,KZ,52.16,overcast clouds,49.1447,56.4872,Sirius
606,Ina,JP,59.7,clear sky,35.8276,137.9538,Fine Days Hotel
607,Aitape,PG,76.78,overcast clouds,-3.1374,142.3475,
609,Sao Joao Da Barra,BR,69.06,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
613,Cabedelo,BR,79.52,overcast clouds,-6.9811,-34.8339,Pousada Camboinha
614,Liverpool,GB,58.95,scattered clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
617,Roald,NO,58.12,clear sky,62.5833,6.1333,Flem Cabins
618,Yenagoa,NG,76.59,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
619,Escanaba,US,67.51,clear sky,45.7453,-87.0646,Sunset Lodge
620,Taga,RO,59.32,few clouds,46.95,24.05,
621,Omboue,GA,76.84,overcast clouds,-1.5746,9.2618,Hotel Olako
622,Nago,JP,75.45,clear sky,26.5881,127.9761,Hotel Yugaf Inn Okinawa
623,Puerto Del Rosario,ES,78.55,broken clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
624,Tessaoua,NE,77.99,moderate rain,13.7574,7.9874,Benin Dan Kaabou Heberge
625,Japura,ID,73.87,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
626,Pitimbu,BR,79.99,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
627,Yarim,YE,60.13,light rain,14.298,44.3779,وليد المسوري ابو اسد
633,Outlook,CA,70.39,overcast clouds,51.5001,-107.0513,Red Wheel Motel
634,Iraray,PH,79.61,overcast clouds,8.9936,118.0511,
635,Kinkala,CG,76.35,light rain,-4.3614,14.7644,Hotel la Pepeche Kinkala
637,Angoche,MZ,75.52,clear sky,-16.2325,39.9086,Guest House HESADA
639,Makokou,GA,71.06,light rain,0.5738,12.8642,Hôtel Arizona
640,Affoltern,CH,50.88,overcast clouds,47.2731,8.4744,Berghotel Panorama Windegg
642,Alice Springs,AU,63.21,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
644,Marawi,PH,68.95,broken clouds,7.9986,124.2928,Derogongan Residence
645,Grand Forks,US,68.79,scattered clouds,47.9417,-97.4337,Warrior Inn
646,Mogadishu,SO,77.97,few clouds,2.0371,45.3438,Hotel Juba
647,Kambove,CD,73.87,broken clouds,-10.8764,26.5969,Pat. Mukendi
648,Gogrial,SS,75.45,broken clouds,8.5332,28.1004,
650,Nova Petropolis,BR,64.18,light rain,-29.3764,-51.1144,Hotel Pousada da Neve
651,Basoko,CD,75.96,broken clouds,1.2391,23.616,Jackyna Hotel
652,Puerto Baquerizo Moreno,EC,67.93,broken clouds,-0.9,-89.6,Hotel los Algarrobos
653,Bumba,CD,76.62,broken clouds,2.1833,22.4667,Père Carlos
654,Deulgaon Raja,IN,74.19,scattered clouds,20.0167,76.0333,Hotel YOGIRAJ LODGING & BOARDIING
655,Beian,NO,55.0,clear sky,63.6559,9.5683,"Fjord-Fishing AS, Property & Housing Co."
657,Alekseyevka,RU,64.36,broken clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
663,Peruibe,BR,65.16,light rain,-24.32,-46.9983,Hotel Pousada Xapuri
664,Yangjiang,CN,76.21,overcast clouds,21.85,111.9667,HUALUXE Yangjiang City Center
665,Atambua,ID,74.84,overcast clouds,-9.1061,124.8925,Ros Muskanan
666,Moultrie,US,77.07,clear sky,31.1799,-83.7891,Moultrie Inn
669,Vao,NC,71.26,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
671,Durban,ZA,73.92,broken clouds,-29.8579,31.0292,Hilton Durban
672,Loa Janan,ID,74.71,scattered clouds,-0.583,117.095,Kost bu jono
673,Gambiran,ID,77.04,broken clouds,-6.7988,111.4951,GUBUK KU
675,Bara,NG,78.01,overcast clouds,10.3744,10.7288,
676,Viedma,AR,77.9,broken clouds,-40.8135,-62.9967,Hotel Cristal
